Title;Desc;Type;BodyPart;Equipment;Level;Rating;VideoLink
Smith machine box squat;The Smith machine box squat is a machine-based exercise targeting the quads, glutes, and hamstrings. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or power or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.;Strength;Quadriceps;Barbell;Intermediate;9.3;https://www.youtube.com/shorts/2V4H0OtkCf4
Barbell step-up;The barbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.;Strength;Quadriceps;Barbell;Intermediate;9.3;https://www.youtube.com/watch?v=ZO2my1pKlNo&pp=ygUPQmFyYmVsbCBzdGVwLXVw
Barbell Bulgarian split squat;The barbell Bulgarian split squat is a single-leg exercise targeting the quads, glutes, and hamstrings. It is easier to overload with the barbell than when using dumbbells. If balance is an issue, consider using a Smith machine or holding dumbbells at your side instead.;Strength;Quadriceps;Barbell;Intermediate;9.3;https://www.youtube.com/watch?v=-4LVK1crLSw&pp=ygUdQmFyYmVsbCBCdWxnYXJpYW4gc3BsaXQgc3F1YXQ%3D
Barbell hack squat;The barbell hack squat is a variety of deadlift performed with the barbell behind the legs. This forces the lifter into a body position similar to a squat and targets the quads and glutes. It is named after famed strongman George Hackenschmidt, who performed it as an overall leg-building exercise. The barbell hack squat can be used as a substitute for the machine hack squat, or as a lower-body strength and size movement on its own.;Strength;Quadriceps;Barbell;Expert;9.2;https://www.youtube.com/watch?v=KDFzmSLDN0s&pp=ygUSQmFyYmVsbCBoYWNrIHNxdWF0
Hack Squat;The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.;Strength;Quadriceps;Barbell;Intermediate;9.0;https://www.youtube.com/watch?v=4cxt_Tldugw&pp=ygUKSGFjayBTcXVhdA%3D%3D
Barbell thruster;The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.;Strength;Quadriceps;Barbell;Intermediate;8.9;https://www.youtube.com/watch?v=L219ltL15zk&pp=ygUQQmFyYmVsbCB0aHJ1c3Rlcg%3D%3D
Push-jerk;The push-jerk is a movement in which the barbell is pushed from the front rack position to overhead with help from the legs. It differs from the push-press in that the lifter dips under the bar rather than simply pushing it up. It is popular in CrossFit workouts and Olympic weightlifting, as well as power training for athletics. It is usually performed for low reps, focusing on power and movement quality.;Olympic Weightlifting;Quadriceps;Barbell;Intermediate;8.9;https://www.youtube.com/watch?v=VrHNJXoSyXw&pp=ygUJUHVzaC1qZXJr
Barbell back squat;The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.;Strength;Quadriceps;Barbell;Intermediate;8.8;https://www.youtube.com/watch?v=8PMjqgR8Wa8&pp=ygUSQmFyYmVsbCBiYWNrIHNxdWF0
Zercher squat;The Zercher squat is a barbell exercise in which the bar is placed in the crease of your elbows as you perform a normal squat. This movement can be awkward at first but is extremely effective in building both size and strength.;Strength;Quadriceps;Barbell;Intermediate;8.8;https://www.youtube.com/watch?v=eIMAXB7xy58&pp=ygUNWmVyY2hlciBzcXVhdA%3D%3D
Barbell side split squat;The barbell side split squat is a variation of the split squat that targets the lower body, specifically the quads, and requires good hip mobility.;Strength;Quadriceps;Barbell;Intermediate;8.7;https://www.youtube.com/watch?v=FQi20qWvy1E&pp=ygUYQmFyYmVsbCBzaWRlIHNwbGl0IHNxdWF0
Barbell speed squat;The barbell speed squat targets the lower-body muscle groups using lighter weights to perform fast-paced back squats. Speed squats are popular in certain powerlifting training methodologies as a way to engrain form and lifting speed that can carry over to max-effort lifts. In this approach, they are usually performed in numerous sets of 3-5 reps with adequate rest in between. Speed squats are also sometimes performed with bands or chains adding extra resistance to the top half of the lift.;Strength;Quadriceps;Barbell;Intermediate;8.5;https://www.youtube.com/watch?v=VGpVXfQUFEw&pp=ygUTQmFyYmVsbCBzcGVlZCBzcXVhdA%3D%3D
Single-arm side deadlift;The single-arm side deadlift is a compound exercise that strengthens the glutes, quads, hamstrings, back, and core. It has more of a core stability and anti-rotational component than other deadlift variations. The side deadlift is usually done for low to moderate reps, such as 5-8 reps per side, with a focus on posture and movement quality.;Strength;Quadriceps;Barbell;Expert;8.5;https://www.youtube.com/watch?v=spFfhanSJ6A&pp=ygUYU2luZ2xlLWFybSBzaWRlIGRlYWRsaWZ0
Barbell Squat To A Bench;The barbell back squat to box takes a classic compound exercise for developing the lower body and adds the box element. Muscles worked include the quads, hips, glutes, and upper hamstrings.;Strength;Quadriceps;Barbell;Intermediate;8.4;https://www.youtube.com/watch?v=6rpfubNjoqU&pp=ygUYQmFyYmVsbCBTcXVhdCBUbyBBIEJlbmNo
Goblet Squat;The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.;Strength;Quadriceps;Kettlebells;Intermediate;8.3;https://www.youtube.com/watch?v=3gpXflqRiEc&pp=ygUMR29ibGV0IFNxdWF0
Single-arm kettlebell overhead squat;The single-arm kettlebell overhead squat is a popular kettlebell movement performed while holding a single kettlebell in a locked-out overhead position. It targets the muscles of the lower body dynamically, while also challenging and building shoulder stability and upper-back mobility. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.;Strength;Quadriceps;Kettlebells;Expert;8.2;https://www.youtube.com/watch?v=2FMyiuKswtA&pp=ygUkU2luZ2xlLWFybSBrZXR0bGViZWxsIG92ZXJoZWFkIHNxdWF0
Dumbbell Goblet Squat;The goblet squat is a common exercise used in the early stages of learning to squat, or as a movement in general training programs for building size to the quads, glutes, and hamstrings.;Strength;Quadriceps;Dumbbell;Intermediate;8.2;https://www.youtube.com/watch?v=CkFzgR55gho&pp=ygUVRHVtYmJlbGwgR29ibGV0IFNxdWF0
Dumbbell squat;The dumbbell squat is a classic lower-body exercise that targets the quadriceps, hamstrings, and glutes. While this variation is usually performed with relatively light weights for high reps, it can also be used as a substitute for squats or the trap-bar deadlift in any workout.;Strength;Quadriceps;Dumbbell;Intermediate;8.1;https://www.youtube.com/watch?v=v_c67Omje48&pp=ygUORHVtYmJlbGwgc3F1YXQ%3D
Dumbbell Lunges;The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.;Strength;Quadriceps;Dumbbell;Intermediate;7.8;https://www.youtube.com/watch?v=qQyCK_rxzN0&pp=ygUPRHVtYmJlbGwgTHVuZ2Vz
Dumbbell reverse lunge;The dumbbell reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.;Strength;Quadriceps;Dumbbell;Intermediate;7.7;https://www.youtube.com/watch?v=NfMIqYNNLl8&pp=ygUWRHVtYmJlbGwgcmV2ZXJzZSBsdW5nZQ%3D%3D
Split Squat with Dumbbells;The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.;Strength;Quadriceps;Dumbbell;Intermediate;7.5;https://www.youtube.com/watch?v=MEG6blZtUpc&pp=ygUaU3BsaXQgU3F1YXQgd2l0aCBEdW1iYmVsbHM%3D
Dumbbell sumo squat;The dumbbell sumo squat is a popular lower-body movement using a single dumbbell held in front of the legs. It is performed with a wider than shoulder-width stance, which increases the demand on the glutes, hamstrings, and adductors while still benefiting the quads, core, and upper body. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of the lower-body portion of a workout.;Strength;Quadriceps;Dumbbell;Intermediate;7.4;https://www.youtube.com/watch?v=IUWYPAx_JkY&pp=ygUTRHVtYmJlbGwgc3VtbyBzcXVhdA%3D%3D
Dumbbell seated box jump;The dumbbell seated box jump is an explosive exercise that builds the quadriceps as well as overall lower-body strength and explosiveness. All you need is a box, a bench, and a light dumbbell. Performing it from a seated position eliminates the stretch reflex in the lower body, forcing you to generate more power. This is an advanced move, so consider starting off with box jumps or squat jumps before progressing to this.;Plyometrics;Quadriceps;Dumbbell;Intermediate;8.7;https://www.youtube.com/watch?v=PRT3FB6Afwc&pp=ygUYRHVtYmJlbGwgc2VhdGVkIGJveCBqdW1w
Dumbbell step-up;The dumbbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.;Strength;Quadriceps;Dumbbell;Intermediate;7.0;https://www.youtube.com/watch?v=WCFCdxzFBa4&pp=ygUQRHVtYmJlbGwgc3RlcC11cA%3D%3D
Dumbbell Walking Lunge;The dumbbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as core muscles.;Strength;Quadriceps;Dumbbell;Intermediate;8.9;https://www.youtube.com/watch?v=D7KaRcUTQeE&pp=ygUWRHVtYmJlbGwgV2Fsa2luZyBMdW5nZQ%3D%3D
Tire flip;The tire flip is an exercise that works the entire body, starting from a deadlift position and ending with a giant tire being flipped over. Each flip moves the tire farther in one direction until a set has been completed. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.;Strongman;Quadriceps;Other;Intermediate;8.9;https://www.youtube.com/watch?v=bsRCjdd0ZtQ&pp=ygUJVGlyZSBmbGlw
Bear crawl sled drag;The bear crawl sled drag is an advanced variation of the bear crawl exercise involving added resistance from a sled or other weight. If no sled is available, other viable options include dragging chain, a barbell plate, or a tire. The bear crawl sled drag is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, particularly the shoulders, core, and legs. It can be done in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.;Strongman;Quadriceps;Other;Intermediate;8.8;https://www.youtube.com/watch?v=E_1Wc0Uia0g&pp=ygUUQmVhciBjcmF3bCBzbGVkIGRyYWc%3D
